scrape_date,departure_from,destination,travel_date,airline_name,duration,stoppage,ticket_price_BDT
2025-01-30,DAC,JED,2025-02-02,Qatar Airways,10 hr 15 min,1 stop,153296
2025-01-30,DAC,JED,2025-02-02,Emirates,11 hr 20 min,1 stop,160268
2025-01-30,DAC,JED,2025-02-03,Biman,10 hr 30 min,1 stop,99580
2025-01-30,DAC,JED,2025-02-03,Saudia,7 hr 40 min,Nonstop,183790
2025-01-30,DAC,JED,2025-02-04,IndiGo,11 hr,1 stop,136957
2025-01-30,DAC,JED,2025-02-04,Emirates,11 hr 20 min,1 stop,157508
2025-01-30,DAC,JED,2025-02-04,Saudia,7 hr 40 min,Nonstop,161292
2025-01-30,DAC,JED,2025-02-05,IndiGo,11 hr,1 stop,136615
2025-01-30,DAC,JED,2025-02-05,Emirates,11 hr 20 min,1 stop,173704
2025-01-30,DAC,JED,2025-02-05,Saudia,7 hr 40 min,Nonstop,183791
2025-01-30,DAC,JED,2025-02-06,Qatar Airways,20 hr 35 min,1 stop,118704
2025-01-30,DAC,JED,2025-02-06,Saudia,7 hr 40 min,Nonstop,157982
2025-01-30,DAC,JED,2025-02-06,Saudia,7 hr 40 min,Nonstop,157982
2025-01-30,DAC,JED,2025-02-06,IndiGo,11 hr,1 stop,164280
2025-01-30,DAC,JED,2025-02-06,Emirates,10 hr 40 min,1 stop,185223
2025-01-30,DAC,JED,2025-02-07,Air Arabia,14 hr 10 min,1 stop,111681
2025-01-30,DAC,JED,2025-02-07,Emirates,11 hr 20 min,1 stop,157508
2025-01-30,DAC,JED,2025-02-07,Saudia,7 hr 40 min,Nonstop,157982
2025-01-30,DAC,JED,2025-02-07,Saudia,7 hr 40 min,Nonstop,157982
2025-01-30,DAC,JED,2025-02-08,IndiGo,11 hr,1 stop,134558
2025-01-30,DAC,JED,2025-02-08,Saudia,7 hr 40 min,Nonstop,155707
2025-01-30,DAC,JED,2025-02-08,Emirates,11 hr 20 min,1 stop,166987
2025-01-30,DAC,JED,2025-02-09,IndiGo,17 hr,1 stop,131092
2025-01-30,DAC,JED,2025-02-09,Saudia,7 hr 40 min,Nonstop,155707
2025-01-30,DAC,JED,2025-02-10,Biman,10 hr 30 min,1 stop,99723
2025-01-30,DAC,JED,2025-02-10,IndiGo,11 hr,1 stop,134616
2025-01-30,DAC,JED,2025-02-10,Saudia,7 hr 40 min,Nonstop,155707
2025-01-30,DAC,JED,2025-02-11,IndiGo,11 hr,1 stop,141966
2025-01-30,DAC,JED,2025-02-11,Saudia,7 hr 40 min,Nonstop,153425
2025-01-30,DAC,JED,2025-02-11,Saudia,7 hr 40 min,Nonstop,153425
2025-01-30,DAC,JED,2025-02-12,IndiGo,11 hr,1 stop,131350
2025-01-30,DAC,JED,2025-02-12,Saudia,7 hr 40 min,Nonstop,155707
2025-01-30,DAC,JED,2025-02-13,IndiGo,11 hr,1 stop,137275
2025-01-30,DAC,JED,2025-02-13,Saudia,7 hr 40 min,Nonstop,172563
2025-01-30,DAC,JED,2025-02-14,IndiGo,11 hr,1 stop,111143
2025-01-30,DAC,JED,2025-02-14,Saudia,7 hr 40 min,Nonstop,155707
2025-01-30,DAC,JED,2025-02-14,Saudia,7 hr 40 min,Nonstop,155707
2025-01-30,DAC,JED,2025-02-15,Air Arabia,14 hr 10 min,1 stop,114430
2025-01-30,DAC,JED,2025-02-15,Gulf Air,13 hr 50 min,1 stop,137163
2025-01-30,DAC,JED,2025-02-15,Saudia,7 hr 40 min,Nonstop,155707
2025-01-30,DAC,JED,2025-02-16,Air Arabia,15 hr 40 min,1 stop,118072
2025-01-30,DAC,JED,2025-02-16,flydubai,12 hr 5 min,1 stop,125523
2025-01-30,DAC,JED,2025-02-16,IndiGo,11 hr,1 stop,127676
2025-01-30,DAC,JED,2025-02-17,"Biman, Etihad",19 hr 40 min,2 stops,119122
2025-01-30,DAC,JED,2025-02-17,IndiGo,11 hr,1 stop,123875
2025-01-30,DAC,JED,2025-02-17,Gulf Air,13 hr 50 min,1 stop,137163
2025-01-30,DAC,JED,2025-02-17,Saudia,7 hr 40 min,Nonstop,155707
2025-01-30,DAC,JED,2025-02-18,"Biman, Saudia",16 hr,1 stop,89089
2025-01-30,DAC,JED,2025-02-18,"Biman, Saudia",13 hr,1 stop,106525
2025-01-30,DAC,JED,2025-02-18,"Biman, Saudia",11 hr,1 stop,108829
2025-01-30,DAC,JED,2025-02-19,Air Arabia,15 hr 40 min,1 stop,118403
2025-01-30,DAC,JED,2025-02-19,Air Arabia,14 hr 10 min,1 stop,120886
2025-01-30,DAC,JED,2025-02-19,Gulf Air,13 hr 50 min,1 stop,145441
2025-01-30,DAC,JED,2025-02-19,Saudia,7 hr 40 min,Nonstop,165306
2025-01-30,DAC,JED,2025-02-20,Air Arabia,9 hr 40 min,1 stop,130452
2025-01-30,DAC,JED,2025-02-20,flydubai,12 hr 5 min,1 stop,135792
2025-01-30,DAC,JED,2025-02-21,Air Arabia,15 hr 40 min,1 stop,126082
2025-01-30,DAC,JED,2025-02-21,Air Arabia,14 hr 10 min,1 stop,128565
2025-01-30,DAC,JED,2025-02-21,Saudia,7 hr 40 min,Nonstop,165306
2025-01-30,DAC,JED,2025-02-22,flydubai,12 hr 5 min,1 stop,125523
2025-01-30,DAC,JED,2025-02-22,Qatar Airways,9 hr 40 min,1 stop,135419
2025-01-30,DAC,JED,2025-02-22,Gulf Air,13 hr 50 min,1 stop,137163
2025-01-30,DAC,JED,2025-02-23,Air Arabia,11 hr 15 min,1 stop,107038
2025-01-30,DAC,JED,2025-02-23,Air Arabia,9 hr 40 min,1 stop,123964
2025-01-30,DAC,JED,2025-02-23,Qatar Airways,10 hr 15 min,1 stop,130140
2025-01-30,DAC,JED,2025-02-23,IndiGo,11 hr,1 stop,132499
2025-01-30,DAC,JED,2025-02-24,Air Arabia,14 hr 10 min,1 stop,108214
2025-01-30,DAC,JED,2025-02-24,IndiGo,11 hr,1 stop,117576
2025-01-30,DAC,JED,2025-02-24,Qatar Airways,9 hr 40 min,1 stop,129060
2025-01-30,DAC,JED,2025-02-25,IndiGo,11 hr,1 stop,109742
2025-01-30,DAC,JED,2025-02-25,Qatar Airways,16 hr 35 min,1 stop,129060
2025-01-30,DAC,JED,2025-02-25,flydubai,11 hr 50 min,1 stop,135694
2025-01-30,DAC,JED,2025-02-26,flydubai,12 hr 5 min,1 stop,125425
2025-01-30,DAC,JED,2025-02-26,Qatar Airways,9 hr 40 min,1 stop,129060
2025-01-30,DAC,JED,2025-02-26,Gulf Air,13 hr 50 min,1 stop,137163
2025-01-30,DAC,JED,2025-02-28,Air Arabia,15 hr 40 min,1 stop,102322
2025-01-30,DAC,JED,2025-02-28,IndiGo,11 hr,1 stop,120100
2025-01-30,DAC,JED,2025-02-28,flydubai,11 hr 50 min,1 stop,125425
2025-01-30,DAC,JED,2025-03-01,Air Arabia,14 hr 10 min,1 stop,121051
2025-01-30,DAC,JED,2025-03-01,flydubai,11 hr 50 min,1 stop,125425
2025-01-30,DAC,JED,2025-03-01,Oman Air,11 hr,1 stop,126879
2025-01-30,DAC,JED,2025-03-01,Saudia,7 hr 40 min,Nonstop,131174
2025-01-30,DAC,JED,2025-03-02,IndiGo,17 hr,1 stop,90470
2025-01-30,DAC,JED,2025-03-02,Saudia,7 hr 40 min,Nonstop,131174
2025-01-30,DAC,JED,2025-03-03,IndiGo,17 hr,1 stop,92468
2025-01-30,DAC,JED,2025-03-03,Air Arabia,9 hr 40 min,1 stop,113934
2025-01-30,DAC,JED,2025-03-03,Emirates,10 hr 40 min,1 stop,124514
2025-01-30,DAC,JED,2025-03-04,IndiGo,16 hr 15 min,1 stop,94862
2025-01-30,DAC,JED,2025-03-04,Air Arabia,9 hr 40 min,1 stop,108903
2025-01-30,DAC,JED,2025-03-04,Saudia,7 hr 40 min,Nonstop,127095
2025-01-30,DAC,JED,2025-03-04,Biman,8 hr,Nonstop,127850
2025-01-30,DAC,JED,2025-03-05,IndiGo,11 hr,1 stop,99906
2025-01-30,DAC,JED,2025-03-05,"Biman, Saudia",12 hr 30 min,1 stop,106319
2025-01-30,DAC,JED,2025-03-06,Emirates,10 hr 40 min,1 stop,116235
2025-01-30,DAC,JED,2025-03-06,Saudia,7 hr 40 min,Nonstop,117496
2025-01-30,DAC,JED,2025-03-07,IndiGo,17 hr,1 stop,87947
2025-01-30,DAC,JED,2025-03-07,IndiGo,11 hr,1 stop,94553
2025-01-30,DAC,JED,2025-03-07,Qatar Airways,10 hr 15 min,1 stop,103744
2025-01-30,DAC,JED,2025-03-07,Saudia,7 hr 40 min,Nonstop,110057
2025-01-30,DAC,JED,2025-03-07,Saudia,7 hr 40 min,Nonstop,110057
2025-01-30,DAC,JED,2025-03-08,IndiGo,11 hr,1 stop,91741
2025-01-30,DAC,JED,2025-03-08,Biman,8 hr,Nonstop,100855
2025-01-30,DAC,JED,2025-03-08,Saudia,7 hr 40 min,Nonstop,110057
2025-01-30,DAC,JED,2025-03-09,IndiGo,17 hr,1 stop,85828
2025-01-30,DAC,JED,2025-03-09,IndiGo,11 hr,1 stop,89444
2025-01-30,DAC,JED,2025-03-09,Emirates,10 hr 40 min,1 stop,107836
2025-01-30,DAC,JED,2025-03-09,Saudia,7 hr 40 min,Nonstop,110057
2025-01-30,DAC,JED,2025-03-09,Saudia,7 hr 40 min,Nonstop,110057
2025-01-30,DAC,JED,2025-03-10,IndiGo,17 hr,1 stop,77841
2025-01-30,DAC,JED,2025-03-10,IndiGo,11 hr,1 stop,82747
2025-01-30,DAC,JED,2025-03-10,Saudia,7 hr 40 min,Nonstop,110057
2025-01-30,DAC,JED,2025-03-11,Biman,8 hr,Nonstop,106854
2025-01-30,DAC,JED,2025-03-11,Saudia,7 hr 40 min,Nonstop,110057
2025-01-30,DAC,JED,2025-03-11,Saudia,7 hr 40 min,Nonstop,110057
2025-01-30,DAC,JED,2025-03-11,Saudia,7 hr 40 min,Nonstop,110057
2025-01-30,DAC,JED,2025-03-12,IndiGo,16 hr 30 min,1 stop,79816
2025-01-30,DAC,JED,2025-03-12,IndiGo,11 hr,1 stop,84156
2025-01-30,DAC,JED,2025-03-12,Saudia,7 hr 40 min,Nonstop,110057
2025-01-30,DAC,JED,2025-03-13,IndiGo,17 hr 10 min,1 stop,79475
2025-01-30,DAC,JED,2025-03-13,IndiGo,11 hr,1 stop,87116
2025-01-30,DAC,JED,2025-03-13,Saudia,7 hr 40 min,Nonstop,110056
2025-01-30,DAC,JED,2025-03-14,Qatar Airways,18 hr 5 min,1 stop,74889
2025-01-30,DAC,JED,2025-03-14,IndiGo,11 hr,1 stop,84219
2025-01-30,DAC,JED,2025-03-14,Emirates,10 hr 40 min,1 stop,98357
2025-01-30,DAC,JED,2025-03-15,IndiGo,11 hr,1 stop,84219
2025-01-30,DAC,JED,2025-03-15,Emirates,10 hr 40 min,1 stop,98358
2025-01-30,DAC,JED,2025-03-15,Biman,8 hr,Nonstop,100855
2025-01-30,DAC,JED,2025-03-15,Saudia,7 hr 40 min,Nonstop,114733
2025-01-30,DAC,JED,2025-03-16,IndiGo,11 hr,1 stop,92869
2025-01-30,DAC,JED,2025-03-16,Air Arabia,9 hr 40 min,1 stop,106817
2025-01-30,DAC,JED,2025-03-16,Emirates,11 hr 5 min,1 stop,110116
2025-01-30,DAC,JED,2025-03-16,Saudia,7 hr 40 min,Nonstop,114733
2025-01-30,DAC,JED,2025-03-16,Saudia,7 hr 40 min,Nonstop,114733
2025-01-30,DAC,JED,2025-03-17,IndiGo,11 hr,1 stop,97856
2025-01-30,DAC,JED,2025-03-17,Air Arabia,9 hr 40 min,1 stop,102348
2025-01-30,DAC,JED,2025-03-17,Biman,10 hr 10 min,1 stop,103854
2025-01-30,DAC,JED,2025-03-17,Saudia,7 hr 40 min,Nonstop,114733
2025-01-30,DAC,JED,2025-03-17,Saudia,7 hr 40 min,Nonstop,119292
2025-01-30,DAC,JED,2025-03-18,Gulf Air,22 hr 20 min,1 stop,82949
2025-01-30,DAC,JED,2025-03-18,Biman,8 hr,Nonstop,103854
2025-01-30,DAC,JED,2025-03-18,Saudia,7 hr 40 min,Nonstop,114733
2025-01-30,DAC,JED,2025-03-19,Air Arabia,20 hr 45 min,1 stop,82279
2025-01-30,DAC,JED,2025-03-19,IndiGo,11 hr,1 stop,97856
2025-01-30,DAC,JED,2025-03-19,Gulf Air,13 hr 50 min,1 stop,107648
2025-01-30,DAC,JED,2025-03-20,IndiGo,11 hr,1 stop,99829
2025-01-30,DAC,JED,2025-03-20,Gulf Air,13 hr 50 min,1 stop,100570
2025-01-30,DAC,JED,2025-03-20,Biman,10 hr 5 min,1 stop,103854
2025-01-30,DAC,JED,2025-03-20,Saudia,7 hr 40 min,Nonstop,114733
2025-01-30,DAC,JED,2025-03-21,Air Arabia,11 hr 15 min,1 stop,80024
2025-01-30,DAC,JED,2025-03-21,Air Arabia,14 hr 10 min,1 stop,80024
2025-01-30,DAC,JED,2025-03-21,Air Arabia,9 hr 40 min,1 stop,88281
2025-01-30,DAC,JED,2025-03-21,Gulf Air,11 hr 25 min,1 stop,100570
2025-01-30,DAC,JED,2025-03-22,Air Arabia,9 hr 40 min,1 stop,88281
2025-01-30,DAC,JED,2025-03-22,Biman,8 hr,Nonstop,103854
2025-01-30,DAC,JED,2025-03-22,Saudia,7 hr 40 min,Nonstop,114733
2025-01-30,DAC,JED,2025-03-23,Air Arabia,11 hr 15 min,1 stop,88314
2025-01-30,DAC,JED,2025-03-23,Air Arabia,14 hr 10 min,1 stop,88314
2025-01-30,DAC,JED,2025-03-23,Air Arabia,9 hr 40 min,1 stop,88678
2025-01-30,DAC,JED,2025-03-24,Air Arabia,11 hr 15 min,1 stop,87950
2025-01-30,DAC,JED,2025-03-24,Air Arabia,14 hr 10 min,1 stop,87950
2025-01-30,DAC,JED,2025-03-24,Air Arabia,9 hr 40 min,1 stop,88314
2025-01-30,DAC,JED,2025-03-24,Gulf Air,13 hr 50 min,1 stop,100570
2025-01-30,DAC,JED,2025-03-24,Saudia,7 hr 40 min,Nonstop,116633
2025-01-30,DAC,JED,2025-03-25,Air Arabia,11 hr 15 min,1 stop,87732
2025-01-30,DAC,JED,2025-03-25,Air Arabia,14 hr 10 min,1 stop,87732
2025-01-30,DAC,JED,2025-03-25,Air Arabia,9 hr 40 min,1 stop,90168
2025-01-30,DAC,JED,2025-03-25,IndiGo,11 hr,1 stop,95541
2025-01-30,DAC,JED,2025-03-26,Air Arabia,9 hr 40 min,1 stop,88314
2025-01-30,DAC,JED,2025-03-26,IndiGo,11 hr,1 stop,95541
2025-01-30,DAC,JED,2025-03-26,Saudia,7 hr 40 min,Nonstop,104418
2025-01-30,DAC,JED,2025-03-27,Air Arabia,11 hr 15 min,1 stop,87553
2025-01-30,DAC,JED,2025-03-27,Air Arabia,9 hr 40 min,1 stop,87917
2025-01-30,DAC,JED,2025-03-27,Saudia,7 hr 40 min,Nonstop,102139
2025-01-30,DAC,JED,2025-03-28,Air Arabia,11 hr 15 min,1 stop,91062
2025-01-30,DAC,JED,2025-03-28,Air Arabia,14 hr 10 min,1 stop,91062
2025-01-30,DAC,JED,2025-03-28,Air Arabia,9 hr 40 min,1 stop,91426
2025-01-30,DAC,JED,2025-03-28,Saudia,7 hr 40 min,Nonstop,99859
2025-01-30,DAC,JED,2025-03-28,Saudia,7 hr 40 min,Nonstop,99859
2025-01-30,DAC,JED,2025-03-29,Air Arabia,11 hr 15 min,1 stop,82654
2025-01-30,DAC,JED,2025-03-29,Air Arabia,13 hr 50 min,1 stop,82654
2025-01-30,DAC,JED,2025-03-29,Air Arabia,9 hr 40 min,1 stop,83018
2025-01-30,DAC,JED,2025-03-29,Saudia,7 hr 40 min,Nonstop,104414
2025-01-30,DAC,JED,2025-03-29,Saudia,7 hr 40 min,Nonstop,104414
2025-01-30,DAC,JED,2025-03-30,Air Arabia,9 hr 55 min,1 stop,82422
2025-01-30,DAC,JED,2025-03-30,Air Arabia,13 hr 45 min,1 stop,82422
2025-01-30,DAC,JED,2025-03-30,Saudia,7 hr 40 min,Nonstop,99859
2025-01-30,DAC,JED,2025-03-30,Saudia,6 hr 55 min,Nonstop,99859
2025-01-30,DAC,JED,2025-03-31,Air Arabia,9 hr 55 min,1 stop,80767
2025-01-30,DAC,JED,2025-03-31,Air Arabia,13 hr 45 min,1 stop,80767
2025-01-30,DAC,JED,2025-03-31,Saudia,6 hr 55 min,Nonstop,99859
2025-01-30,DAC,JED,2025-03-31,Saudia,6 hr 55 min,Nonstop,99859
2025-01-30,DAC,JED,2025-03-31,Gulf Air,8 hr 45 min,1 stop,100570
2025-01-30,DAC,JED,2025-04-01,Air Arabia,9 hr 55 min,1 stop,80767
2025-01-30,DAC,JED,2025-04-01,Air Arabia,13 hr 45 min,1 stop,80767
2025-01-30,DAC,JED,2025-04-01,Saudia,6 hr 55 min,Nonstop,99859
2025-01-30,DAC,JED,2025-04-01,Saudia,6 hr 55 min,Nonstop,99859
2025-01-30,DAC,JED,2025-04-01,Saudia,6 hr 55 min,Nonstop,99859
2025-01-30,DAC,JED,2025-04-02,Air Arabia,12 hr 45 min,1 stop,80767
2025-01-30,DAC,JED,2025-04-02,Air Arabia,13 hr 45 min,1 stop,80767
2025-01-30,DAC,JED,2025-04-02,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-02,Gulf Air,8 hr 45 min,1 stop,103569
2025-01-30,DAC,JED,2025-04-03,Air Arabia,12 hr 45 min,1 stop,73883
2025-01-30,DAC,JED,2025-04-03,Air Arabia,13 hr 45 min,1 stop,80767
2025-01-30,DAC,JED,2025-04-03,Saudia,6 hr 55 min,Nonstop,99859
2025-01-30,DAC,JED,2025-04-04,Air Arabia,9 hr 55 min,1 stop,74247
2025-01-30,DAC,JED,2025-04-04,Air Arabia,13 hr 45 min,1 stop,74247
2025-01-30,DAC,JED,2025-04-04,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-05,Air Arabia,19 hr 40 min,1 stop,74247
2025-01-30,DAC,JED,2025-04-05,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-05,Biman,6 hr 55 min,Nonstop,103854
2025-01-30,DAC,JED,2025-04-06,Air Arabia,19 hr 40 min,1 stop,74246
2025-01-30,DAC,JED,2025-04-06,IndiGo,11 hr 5 min,1 stop,96787
2025-01-30,DAC,JED,2025-04-06,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-06,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-07,Air Arabia,19 hr 40 min,1 stop,73883
2025-01-30,DAC,JED,2025-04-07,IndiGo,11 hr 5 min,1 stop,93299
2025-01-30,DAC,JED,2025-04-07,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-07,Gulf Air,8 hr 45 min,1 stop,103569
2025-01-30,DAC,JED,2025-04-08,Air Arabia,19 hr 40 min,1 stop,73883
2025-01-30,DAC,JED,2025-04-08,Biman,6 hr 55 min,Nonstop,101008
2025-01-30,DAC,JED,2025-04-08,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-09,Air Arabia,19 hr 40 min,1 stop,73883
2025-01-30,DAC,JED,2025-04-09,IndiGo,11 hr 5 min,1 stop,93299
2025-01-30,DAC,JED,2025-04-09,Gulf Air,8 hr 45 min,1 stop,103569
2025-01-30,DAC,JED,2025-04-09,Saudia,6 hr 55 min,Nonstop,104418
2025-01-30,DAC,JED,2025-04-09,Saudia,6 hr 55 min,Nonstop,104418
2025-01-30,DAC,JED,2025-04-10,Air Arabia,13 hr 45 min,1 stop,74246
2025-01-30,DAC,JED,2025-04-10,IndiGo,11 hr 5 min,1 stop,93299
2025-01-30,DAC,JED,2025-04-10,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-11,Air Arabia,19 hr 40 min,1 stop,74247
2025-01-30,DAC,JED,2025-04-11,IndiGo,11 hr 5 min,1 stop,89635
2025-01-30,DAC,JED,2025-04-11,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-12,Air Arabia,19 hr 40 min,1 stop,74247
2025-01-30,DAC,JED,2025-04-12,IndiGo,11 hr 5 min,1 stop,87251
2025-01-30,DAC,JED,2025-04-12,Biman,6 hr 55 min,Nonstop,97855
2025-01-30,DAC,JED,2025-04-12,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-13,Air Arabia,19 hr 40 min,1 stop,74247
2025-01-30,DAC,JED,2025-04-13,IndiGo,11 hr 5 min,1 stop,87251
2025-01-30,DAC,JED,2025-04-13,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-14,Air Arabia,19 hr 40 min,1 stop,73883
2025-01-30,DAC,JED,2025-04-14,IndiGo,11 hr 5 min,1 stop,93299
2025-01-30,DAC,JED,2025-04-14,Biman,8 hr 45 min,1 stop,97420
2025-01-30,DAC,JED,2025-04-14,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-15,Air Arabia,19 hr 40 min,1 stop,73882
2025-01-30,DAC,JED,2025-04-15,Biman,6 hr 55 min,Nonstop,95009
2025-01-30,DAC,JED,2025-04-15,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-16,Air Arabia,19 hr 40 min,1 stop,73883
2025-01-30,DAC,JED,2025-04-16,Emirates,9 hr 40 min,1 stop,96286
2025-01-30,DAC,JED,2025-04-16,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-17,Air Arabia,12 hr 45 min,1 stop,79080
2025-01-30,DAC,JED,2025-04-17,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-17,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-17,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-18,Air Arabia,12 hr 45 min,1 stop,87916
2025-01-30,DAC,JED,2025-04-18,Emirates,9 hr 40 min,1 stop,99166
2025-01-30,DAC,JED,2025-04-18,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-19,Air Arabia,19 hr 40 min,1 stop,74247
2025-01-30,DAC,JED,2025-04-19,Emirates,10 hr 35 min,1 stop,96286
2025-01-30,DAC,JED,2025-04-19,Biman,6 hr 55 min,Nonstop,97855
2025-01-30,DAC,JED,2025-04-19,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-20,Air Arabia,12 hr 45 min,1 stop,74246
2025-01-30,DAC,JED,2025-04-20,Air Arabia,19 hr 40 min,1 stop,74246
2025-01-30,DAC,JED,2025-04-20,IndiGo,11 hr 5 min,1 stop,91846
2025-01-30,DAC,JED,2025-04-20,Emirates,9 hr 40 min,1 stop,99166
2025-01-30,DAC,JED,2025-04-20,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-21,Air Arabia,12 hr 45 min,1 stop,80767
2025-01-30,DAC,JED,2025-04-21,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-22,Air Arabia,12 hr 45 min,1 stop,73883
2025-01-30,DAC,JED,2025-04-22,Biman,6 hr 55 min,Nonstop,95009
2025-01-30,DAC,JED,2025-04-22,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-23,Air Arabia,12 hr 45 min,1 stop,73883
2025-01-30,DAC,JED,2025-04-23,Air Arabia,19 hr 40 min,1 stop,73883
2025-01-30,DAC,JED,2025-04-23,Emirates,9 hr 40 min,1 stop,96286
2025-01-30,DAC,JED,2025-04-23,Saudia,6 hr 55 min,Nonstop,109934
2025-01-30,DAC,JED,2025-04-24,Air Arabia,13 hr 45 min,1 stop,74247
2025-01-30,DAC,JED,2025-04-24,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-24,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-24,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-25,Air Arabia,12 hr 45 min,1 stop,80767
2025-01-30,DAC,JED,2025-04-25,Saudia,6 hr 55 min,Nonstop,103407
2025-01-30,DAC,JED,2025-04-26,Air Arabia,12 hr 45 min,1 stop,74246
2025-01-30,DAC,JED,2025-04-26,Air Arabia,13 hr 45 min,1 stop,74246
2025-01-30,DAC,JED,2025-04-26,Biman,6 hr 55 min,Nonstop,95009
2025-01-30,DAC,JED,2025-04-26,Saudia,6 hr 55 min,Nonstop,102139
2025-01-30,DAC,JED,2025-04-27,Air Arabia,12 hr 45 min,1 stop,74247
2025-01-30,DAC,JED,2025-04-27,Air Arabia,13 hr 45 min,1 stop,74247
2025-01-30,DAC,JED,2025-04-27,Saudia,6 hr 55 min,Nonstop,104304
2025-01-30,DAC,JED,2025-04-28,Air Arabia,12 hr 45 min,1 stop,85301
2025-01-30,DAC,JED,2025-04-28,Emirates,9 hr 40 min,1 stop,99166
2025-01-30,DAC,JED,2025-04-29,Air Arabia,12 hr 45 min,1 stop,73883
2025-01-30,DAC,JED,2025-04-29,Air Arabia,19 hr 40 min,1 stop,73883
2025-01-30,DAC,JED,2025-04-29,Emirates,9 hr 40 min,1 stop,96286
2025-01-30,DAC,JED,2025-04-30,Air Arabia,19 hr 40 min,1 stop,73882
2025-01-30,DAC,JED,2025-04-30,Emirates,9 hr 40 min,1 stop,96286
2025-01-30,DAC,JED,2025-04-30,Qatar Airways,10 hr 25 min,1 stop,99785
2025-01-30,DAC,SIN,2025-02-01,Biman,4 hr 15 min,Nonstop,48203
2025-01-30,DAC,SIN,2025-02-01,IndiGo,13 hr 5 min,1 stop,68699
2025-01-30,DAC,SIN,2025-02-01,Batik Air,6 hr 10 min,1 stop,98892
2025-01-30,DAC,SIN,2025-02-01,THAI,19 hr 35 min,1 stop,111315
2025-01-30,DAC,SIN,2025-02-02,Biman,4 hr 15 min,Nonstop,50603
2025-01-30,DAC,SIN,2025-02-02,China Eastern,18 hr 40 min,1 stop,65231
2025-01-30,DAC,SIN,2025-02-02,IndiGo,13 hr 5 min,1 stop,68699
2025-01-30,DAC,SIN,2025-02-03,Biman,4 hr 15 min,Nonstop,51747
2025-01-30,DAC,SIN,2025-02-03,IndiGo,13 hr 5 min,1 stop,54794
2025-01-30,DAC,SIN,2025-02-03,THAI,19 hr 35 min,1 stop,64643
2025-01-30,DAC,SIN,2025-02-03,AirAsia,6 hr 25 min,1 stop,71873
2025-01-30,DAC,SIN,2025-02-04,IndiGo,13 hr 5 min,1 stop,49087
2025-01-30,DAC,SIN,2025-02-04,THAI,7 hr 15 min,1 stop,61933
2025-01-30,DAC,SIN,2025-02-04,THAI,6 hr 40 min,1 stop,61933
2025-01-30,DAC,SIN,2025-02-04,Biman,4 hr 15 min,Nonstop,66976
2025-01-30,DAC,SIN,2025-02-05,Batik Air,14 hr 40 min,1 stop,49256
2025-01-30,DAC,SIN,2025-02-05,IndiGo,13 hr 5 min,1 stop,53682
2025-01-30,DAC,SIN,2025-02-05,THAI,7 hr 15 min,1 stop,61933
2025-01-30,DAC,SIN,2025-02-05,THAI,6 hr 40 min,1 stop,61933
2025-01-30,DAC,SIN,2025-02-05,Biman,4 hr 15 min,Nonstop,74415
2025-01-30,DAC,SIN,2025-02-06,IndiGo,13 hr 5 min,1 stop,46947
2025-01-30,DAC,SIN,2025-02-06,THAI,6 hr 40 min,1 stop,61933
2025-01-30,DAC,SIN,2025-02-06,IndiGo,9 hr 45 min,1 stop,62814
2025-01-30,DAC,SIN,2025-02-07,IndiGo,13 hr 5 min,1 stop,43635
