scrape_date,departure_from,destination,travel_date,airline_name,duration,stoppage,ticket_price_BDT
2025-01-30,DAC,DXB,2025-02-02,Emirates,5 hr 25 min,Nonstop,122927
2025-01-30,DAC,DXB,2025-02-03,Emirates,5 hr 25 min,Nonstop,115323
2025-01-30,DAC,DXB,2025-02-03,Jazeera,11 hr 30 min,1 stop,125654
2025-01-30,DAC,DXB,2025-02-03,Emirates,5 hr 25 min,Nonstop,127561
2025-01-30,DAC,DXB,2025-02-03,Emirates,5 hr 30 min,Nonstop,155397
2025-01-30,DAC,DXB,2025-02-04,Emirates,5 hr 25 min,Nonstop,122927
2025-01-30,DAC,DXB,2025-02-05,Emirates,5 hr 25 min,Nonstop,122927
2025-01-30,DAC,DXB,2025-02-05,Jazeera,11 hr 30 min,1 stop,131696
2025-01-30,DAC,DXB,2025-02-06,Biman,5 hr 55 min,Nonstop,52648
2025-01-30,DAC,DXB,2025-02-06,Biman,8 hr,1 stop,114068
2025-01-30,DAC,DXB,2025-02-06,Emirates,5 hr 25 min,Nonstop,150763
2025-01-30,DAC,DXB,2025-02-07,Biman,8 hr,1 stop,113633
2025-01-30,DAC,DXB,2025-02-07,Emirates,5 hr 25 min,Nonstop,122927
2025-01-30,DAC,DXB,2025-02-08,Oman Air,7 hr 30 min,1 stop,94284
2025-01-30,DAC,DXB,2025-02-08,Emirates,5 hr 25 min,Nonstop,122927
2025-01-30,DAC,DXB,2025-02-09,Biman,5 hr 55 min,Nonstop,55048
2025-01-30,DAC,DXB,2025-02-09,flydubai,5 hr 50 min,Nonstop,119280
2025-01-30,DAC,DXB,2025-02-09,Emirates,5 hr 25 min,Nonstop,122927
2025-01-30,DAC,DXB,2025-02-10,Gulf Air,12 hr 55 min,1 stop,110784
2025-01-30,DAC,DXB,2025-02-10,Emirates,5 hr 25 min,Nonstop,150763
2025-01-30,DAC,DXB,2025-02-11,Biman,5 hr 55 min,Nonstop,55759
2025-01-30,DAC,DXB,2025-02-11,Biman,8 hr,1 stop,55759
2025-01-30,DAC,DXB,2025-02-11,Emirates,5 hr 25 min,Nonstop,122927
2025-01-30,DAC,DXB,2025-02-12,Biman,5 hr 55 min,Nonstop,52648
2025-01-30,DAC,DXB,2025-02-12,Gulf Air,10 hr 35 min,1 stop,110784
2025-01-30,DAC,DXB,2025-02-12,Emirates,5 hr 25 min,Nonstop,122927
2025-01-30,DAC,DXB,2025-02-13,Biman,8 hr,1 stop,52648
2025-01-30,DAC,DXB,2025-02-13,Jazeera,11 hr 30 min,1 stop,125253
2025-01-30,DAC,DXB,2025-02-13,flydubai,5 hr 50 min,Nonstop,147081
2025-01-30,DAC,DXB,2025-02-13,Emirates,5 hr 30 min,Nonstop,181098
2025-01-30,DAC,DXB,2025-02-14,Biman,8 hr,1 stop,55048
2025-01-30,DAC,DXB,2025-02-14,Jazeera,11 hr 30 min,1 stop,119417
2025-01-30,DAC,DXB,2025-02-14,Saudia,13 hr 10 min,1 stop,144280
2025-01-30,DAC,DXB,2025-02-14,Emirates,5 hr 25 min,Nonstop,181098
2025-01-30,DAC,DXB,2025-02-15,Biman,8 hr,1 stop,55759
2025-01-30,DAC,DXB,2025-02-15,Gulf Air,19 hr 55 min,1 stop,110784
2025-01-30,DAC,DXB,2025-02-15,Jazeera,11 hr 30 min,1 stop,119417
2025-01-30,DAC,DXB,2025-02-15,Emirates,5 hr 25 min,Nonstop,150763
2025-01-30,DAC,DXB,2025-02-16,flydubai,5 hr 50 min,Nonstop,107320
2025-01-30,DAC,DXB,2025-02-16,Emirates,5 hr 25 min,Nonstop,122927
2025-01-30,DAC,DXB,2025-02-17,Biman,5 hr 50 min,Nonstop,56289
2025-01-30,DAC,DXB,2025-02-17,flydubai,5 hr 50 min,Nonstop,108800
2025-01-30,DAC,DXB,2025-02-17,Emirates,5 hr 30 min,Nonstop,150763
2025-01-30,DAC,DXB,2025-02-18,Biman,8 hr,1 stop,55759
2025-01-30,DAC,DXB,2025-02-18,Oman Air,7 hr 30 min,1 stop,103283
2025-01-30,DAC,DXB,2025-02-18,Emirates,5 hr 25 min,Nonstop,122927
2025-01-30,DAC,DXB,2025-02-19,Biman,5 hr 55 min,Nonstop,55759
2025-01-30,DAC,DXB,2025-02-19,Jazeera,11 hr 30 min,1 stop,110663
2025-01-30,DAC,DXB,2025-02-19,Gulf Air,12 hr 55 min,1 stop,110784
2025-01-30,DAC,DXB,2025-02-19,flydubai,5 hr 50 min,Nonstop,147081
2025-01-30,DAC,DXB,2025-02-19,Emirates,5 hr 25 min,Nonstop,150763
2025-01-30,DAC,DXB,2025-02-20,Biman,8 hr,1 stop,55759
2025-01-30,DAC,DXB,2025-02-20,Gulf Air,10 hr 35 min,1 stop,110784
2025-01-30,DAC,DXB,2025-02-20,flydubai,5 hr 50 min,Nonstop,119280
2025-01-30,DAC,DXB,2025-02-21,Biman,8 hr,1 stop,55759
2025-01-30,DAC,DXB,2025-02-21,Jazeera,11 hr 30 min,1 stop,110480
2025-01-30,DAC,DXB,2025-02-21,flydubai,5 hr 50 min,Nonstop,133122
2025-01-30,DAC,DXB,2025-02-21,Emirates,5 hr 25 min,Nonstop,150763
2025-01-30,DAC,DXB,2025-02-22,Biman,8 hr,1 stop,56338
2025-01-30,DAC,DXB,2025-02-22,Oman Air,7 hr 30 min,1 stop,94284
2025-01-30,DAC,DXB,2025-02-22,flydubai,5 hr 50 min,Nonstop,107320
2025-01-30,DAC,DXB,2025-02-22,Gulf Air,10 hr 35 min,1 stop,110784
2025-01-30,DAC,DXB,2025-02-22,Emirates,5 hr 25 min,Nonstop,122927
2025-01-30,DAC,DXB,2025-02-23,Biman,5 hr 55 min,Nonstop,58738
2025-01-30,DAC,DXB,2025-02-23,flydubai,5 hr 50 min,Nonstop,115903
2025-01-30,DAC,DXB,2025-02-23,Emirates,5 hr 25 min,Nonstop,122927
2025-01-30,DAC,DXB,2025-02-24,Biman,5 hr 55 min,Nonstop,58738
2025-01-30,DAC,DXB,2025-02-24,Oman Air,7 hr 30 min,1 stop,103283
2025-01-30,DAC,DXB,2025-02-24,Gulf Air,10 hr 35 min,1 stop,110784
2025-01-30,DAC,DXB,2025-02-24,flydubai,5 hr 50 min,Nonstop,129147
2025-01-30,DAC,DXB,2025-02-24,Emirates,5 hr 25 min,Nonstop,150763
2025-01-30,DAC,DXB,2025-02-25,Biman,8 hr,1 stop,55759
2025-01-30,DAC,DXB,2025-02-25,Oman Air,7 hr 30 min,1 stop,84063
2025-01-30,DAC,DXB,2025-02-25,flydubai,5 hr 50 min,Nonstop,115903
2025-01-30,DAC,DXB,2025-02-25,Emirates,5 hr 25 min,Nonstop,122927
2025-01-30,DAC,DXB,2025-02-26,Biman,5 hr 55 min,Nonstop,55759
2025-01-30,DAC,DXB,2025-02-26,flydubai,5 hr 50 min,Nonstop,101075
2025-01-30,DAC,DXB,2025-02-26,Gulf Air,10 hr 35 min,1 stop,110784
2025-01-30,DAC,DXB,2025-02-26,Emirates,5 hr 25 min,Nonstop,150763
2025-01-30,DAC,DXB,2025-02-27,Biman,8 hr,1 stop,58738
2025-01-30,DAC,DXB,2025-02-27,Oman Air,7 hr 30 min,1 stop,88166
2025-01-30,DAC,DXB,2025-02-27,flydubai,5 hr 50 min,Nonstop,115489
2025-01-30,DAC,DXB,2025-02-27,Emirates,5 hr 25 min,Nonstop,122927
2025-01-30,DAC,DXB,2025-02-28,Biman,8 hr,1 stop,57745
2025-01-30,DAC,DXB,2025-02-28,flydubai,5 hr 50 min,Nonstop,101126
2025-01-30,DAC,DXB,2025-02-28,flydubai,5 hr 50 min,Nonstop,101126
2025-01-30,DAC,DXB,2025-03-01,Biman,8 hr,1 stop,53359
2025-01-30,DAC,DXB,2025-03-01,flydubai,5 hr 50 min,Nonstop,101126
2025-01-30,DAC,DXB,2025-03-01,Gulf Air,10 hr 35 min,1 stop,110784
2025-01-30,DAC,DXB,2025-03-02,Biman,5 hr 55 min,Nonstop,57745
2025-01-30,DAC,DXB,2025-03-02,flydubai,5 hr 50 min,Nonstop,101184
2025-01-30,DAC,DXB,2025-03-02,Emirates,5 hr 30 min,Nonstop,110689
2025-01-30,DAC,DXB,2025-03-03,Biman,5 hr 55 min,Nonstop,58076
2025-01-30,DAC,DXB,2025-03-03,Oman Air,7 hr 30 min,1 stop,88166
2025-01-30,DAC,DXB,2025-03-03,flydubai,5 hr 50 min,Nonstop,101184
2025-01-30,DAC,DXB,2025-03-03,Emirates,5 hr 30 min,Nonstop,110689
2025-01-30,DAC,DXB,2025-03-04,Biman,8 hr,1 stop,53359
2025-01-30,DAC,DXB,2025-03-04,Emirates,5 hr 25 min,Nonstop,81654
2025-01-30,DAC,DXB,2025-03-04,Oman Air,7 hr 30 min,1 stop,84063
2025-01-30,DAC,DXB,2025-03-04,flydubai,5 hr 50 min,Nonstop,101126
2025-01-30,DAC,DXB,2025-03-05,Biman,5 hr 55 min,Nonstop,55759
2025-01-30,DAC,DXB,2025-03-05,Emirates,5 hr 30 min,Nonstop,81654
2025-01-30,DAC,DXB,2025-03-05,Emirates,5 hr 25 min,Nonstop,90053
2025-01-30,DAC,DXB,2025-03-05,Emirates,5 hr 25 min,Nonstop,90053
2025-01-30,DAC,DXB,2025-03-05,flydubai,5 hr 50 min,Nonstop,101032
2025-01-30,DAC,DXB,2025-03-06,Biman,8 hr,1 stop,55759
2025-01-30,DAC,DXB,2025-03-06,Oman Air,7 hr 30 min,1 stop,75785
2025-01-30,DAC,DXB,2025-03-06,Emirates,5 hr 30 min,Nonstop,81654
2025-01-30,DAC,DXB,2025-03-07,Biman,8 hr,1 stop,53359
2025-01-30,DAC,DXB,2025-03-07,Emirates,5 hr 25 min,Nonstop,81654
2025-01-30,DAC,DXB,2025-03-07,Emirates,5 hr 25 min,Nonstop,81654
2025-01-30,DAC,DXB,2025-03-08,Biman,8 hr,1 stop,53359
2025-01-30,DAC,DXB,2025-03-08,Emirates,5 hr 25 min,Nonstop,74935
2025-01-30,DAC,DXB,2025-03-08,Emirates,5 hr 25 min,Nonstop,74935
2025-01-30,DAC,DXB,2025-03-09,Biman,5 hr 55 min,Nonstop,55014
2025-01-30,DAC,DXB,2025-03-09,Emirates,5 hr 25 min,Nonstop,69296
2025-01-30,DAC,DXB,2025-03-09,Emirates,5 hr 25 min,Nonstop,74935
2025-01-30,DAC,DXB,2025-03-10,Biman,5 hr 55 min,Nonstop,58076
2025-01-30,DAC,DXB,2025-03-10,Emirates,5 hr 25 min,Nonstop,74935
2025-01-30,DAC,DXB,2025-03-10,Oman Air,7 hr 30 min,1 stop,75785
2025-01-30,DAC,DXB,2025-03-11,Biman,8 hr,1 stop,56338
2025-01-30,DAC,DXB,2025-03-11,Emirates,5 hr 30 min,Nonstop,74935
2025-01-30,DAC,DXB,2025-03-11,Emirates,5 hr 25 min,Nonstop,81654
2025-01-30,DAC,DXB,2025-03-11,Oman Air,7 hr 30 min,1 stop,84063
2025-01-30,DAC,DXB,2025-03-12,Biman,5 hr 55 min,Nonstop,55014
2025-01-30,DAC,DXB,2025-03-12,Emirates,5 hr 25 min,Nonstop,81654
2025-01-30,DAC,DXB,2025-03-12,Emirates,5 hr 30 min,Nonstop,81654
2025-01-30,DAC,DXB,2025-03-12,Emirates,5 hr 25 min,Nonstop,90053
2025-01-30,DAC,DXB,2025-03-12,flydubai,5 hr 50 min,Nonstop,101184
2025-01-30,DAC,DXB,2025-03-13,Biman,8 hr,1 stop,56338
2025-01-30,DAC,DXB,2025-03-13,Oman Air,7 hr 30 min,1 stop,73589
2025-01-30,DAC,DXB,2025-03-13,Emirates,5 hr 25 min,Nonstop,74935
2025-01-30,DAC,DXB,2025-03-13,Emirates,5 hr 25 min,Nonstop,74935
2025-01-30,DAC,DXB,2025-03-13,Emirates,5 hr 30 min,Nonstop,74935
2025-01-30,DAC,DXB,2025-03-14,Biman,8 hr,1 stop,56338
2025-01-30,DAC,DXB,2025-03-14,Emirates,5 hr 30 min,Nonstop,67137
2025-01-30,DAC,DXB,2025-03-14,Emirates,5 hr 25 min,Nonstop,69296
2025-01-30,DAC,DXB,2025-03-14,Emirates,5 hr 25 min,Nonstop,69296
2025-01-30,DAC,DXB,2025-03-15,Biman,8 hr,1 stop,56338
2025-01-30,DAC,DXB,2025-03-15,Emirates,5 hr 25 min,Nonstop,67137
2025-01-30,DAC,DXB,2025-03-15,Emirates,5 hr 25 min,Nonstop,67137
2025-01-30,DAC,DXB,2025-03-15,Emirates,5 hr 30 min,Nonstop,67137
2025-01-30,DAC,DXB,2025-03-16,Biman,5 hr 55 min,Nonstop,56338
2025-01-30,DAC,DXB,2025-03-16,Emirates,5 hr 25 min,Nonstop,67137
2025-01-30,DAC,DXB,2025-03-16,Emirates,5 hr 25 min,Nonstop,67137
2025-01-30,DAC,DXB,2025-03-16,Emirates,5 hr 30 min,Nonstop,67137
2025-01-30,DAC,DXB,2025-03-17,Biman,5 hr 55 min,Nonstop,56338
2025-01-30,DAC,DXB,2025-03-17,Emirates,5 hr 25 min,Nonstop,67137
2025-01-30,DAC,DXB,2025-03-17,Emirates,5 hr 25 min,Nonstop,67137
2025-01-30,DAC,DXB,2025-03-17,Emirates,5 hr 30 min,Nonstop,69296
2025-01-30,DAC,DXB,2025-03-18,Biman,8 hr,1 stop,58324
2025-01-30,DAC,DXB,2025-03-18,Oman Air,7 hr 30 min,1 stop,84063
2025-01-30,DAC,DXB,2025-03-18,Emirates,5 hr 30 min,Nonstop,91301
2025-01-30,DAC,DXB,2025-03-19,Biman,5 hr 55 min,Nonstop,57278
2025-01-30,DAC,DXB,2025-03-19,Qatar Airways,9 hr 30 min,1 stop,82523
2025-01-30,DAC,DXB,2025-03-19,Emirates,5 hr 25 min,Nonstop,84994
2025-01-30,DAC,DXB,2025-03-19,Emirates,5 hr 25 min,Nonstop,84994
2025-01-30,DAC,DXB,2025-03-19,Emirates,5 hr 30 min,Nonstop,84994
2025-01-30,DAC,DXB,2025-03-20,Biman,8 hr,1 stop,58986
2025-01-30,DAC,DXB,2025-03-20,Oman Air,7 hr 30 min,1 stop,73589
2025-01-30,DAC,DXB,2025-03-20,Emirates,5 hr 30 min,Nonstop,91712
2025-01-30,DAC,DXB,2025-03-21,Biman,8 hr,1 stop,58986
2025-01-30,DAC,DXB,2025-03-21,Gulf Air,9 hr 50 min,1 stop,84388
2025-01-30,DAC,DXB,2025-03-21,Emirates,5 hr 30 min,Nonstop,91901
2025-01-30,DAC,DXB,2025-03-22,Biman,8 hr,1 stop,60641
2025-01-30,DAC,DXB,2025-03-22,Oman Air,7 hr 30 min,1 stop,75785
2025-01-30,DAC,DXB,2025-03-22,Emirates,5 hr 30 min,Nonstop,91901
2025-01-30,DAC,DXB,2025-03-23,Biman,5 hr 55 min,Nonstop,64614
2025-01-30,DAC,DXB,2025-03-23,Emirates,5 hr 25 min,Nonstop,89313
2025-01-30,DAC,DXB,2025-03-23,Emirates,5 hr 25 min,Nonstop,89313
2025-01-30,DAC,DXB,2025-03-23,Emirates,5 hr 30 min,Nonstop,89313
2025-01-30,DAC,DXB,2025-03-24,Biman,5 hr 55 min,Nonstop,57678
2025-01-30,DAC,DXB,2025-03-24,Oman Air,7 hr 30 min,1 stop,76085
2025-01-30,DAC,DXB,2025-03-24,Emirates,5 hr 30 min,Nonstop,86553
2025-01-30,DAC,DXB,2025-03-25,Biman,8 hr,1 stop,73882
2025-01-30,DAC,DXB,2025-03-25,Emirates,5 hr 25 min,Nonstop,81394
2025-01-30,DAC,DXB,2025-03-25,Emirates,5 hr 30 min,Nonstop,81394
2025-01-30,DAC,DXB,2025-03-25,Emirates,5 hr 25 min,Nonstop,83674
2025-01-30,DAC,DXB,2025-03-26,Biman,5 hr 55 min,Nonstop,57442
2025-01-30,DAC,DXB,2025-03-26,Emirates,5 hr 25 min,Nonstop,81558
2025-01-30,DAC,DXB,2025-03-26,Emirates,5 hr 30 min,Nonstop,81558
2025-01-30,DAC,DXB,2025-03-26,Emirates,5 hr 25 min,Nonstop,83838
2025-01-30,DAC,DXB,2025-03-27,Biman,8 hr,1 stop,55007
2025-01-30,DAC,DXB,2025-03-27,Oman Air,7 hr 30 min,1 stop,73753
2025-01-30,DAC,DXB,2025-03-27,Emirates,5 hr 30 min,Nonstop,78679
2025-01-30,DAC,DXB,2025-03-28,Biman,8 hr,1 stop,57842
2025-01-30,DAC,DXB,2025-03-28,Emirates,5 hr 25 min,Nonstop,81558
2025-01-30,DAC,DXB,2025-03-28,Emirates,5 hr 25 min,Nonstop,81558
2025-01-30,DAC,DXB,2025-03-28,Emirates,5 hr 30 min,Nonstop,81558
2025-01-30,DAC,DXB,2025-03-28,Gulf Air,9 hr 40 min,1 stop,84552
2025-01-30,DAC,DXB,2025-03-29,Biman,8 hr,1 stop,55442
2025-01-30,DAC,DXB,2025-03-29,Oman Air,7 hr 30 min,1 stop,73753
2025-01-30,DAC,DXB,2025-03-29,Emirates,5 hr 30 min,Nonstop,81558
2025-01-30,DAC,DXB,2025-03-30,Biman,5 hr,Nonstop,57842
2025-01-30,DAC,DXB,2025-03-30,Emirates,5 hr 25 min,Nonstop,81558
2025-01-30,DAC,DXB,2025-03-30,Emirates,5 hr,Nonstop,81558
2025-01-30,DAC,DXB,2025-03-30,Emirates,5 hr,Nonstop,81558
2025-01-30,DAC,DXB,2025-03-31,Biman,5 hr,Nonstop,60241
2025-01-30,DAC,DXB,2025-03-31,Oman Air,7 hr 20 min,1 stop,73753
2025-01-30,DAC,DXB,2025-03-31,Emirates,5 hr,Nonstop,81558
2025-01-30,DAC,DXB,2025-04-01,Biman,6 hr 50 min,1 stop,59806
2025-01-30,DAC,DXB,2025-04-01,Oman Air,7 hr 20 min,1 stop,73753
2025-01-30,DAC,DXB,2025-04-01,Emirates,4 hr 50 min,Nonstop,81558
2025-01-30,DAC,DXB,2025-04-02,Biman,5 hr,Nonstop,62241
2025-01-30,DAC,DXB,2025-04-02,Emirates,4 hr 50 min,Nonstop,81558
2025-01-30,DAC,DXB,2025-04-02,Emirates,5 hr,Nonstop,83838
2025-01-30,DAC,DXB,2025-04-02,Emirates,5 hr,Nonstop,83838
2025-01-30,DAC,DXB,2025-04-03,Biman,6 hr 50 min,1 stop,57407
2025-01-30,DAC,DXB,2025-04-03,Emirates,5 hr,Nonstop,78679
2025-01-30,DAC,DXB,2025-04-03,Oman Air,7 hr 20 min,1 stop,79908
2025-01-30,DAC,DXB,2025-04-03,Emirates,4 hr 50 min,Nonstop,80958
2025-01-30,DAC,DXB,2025-04-03,Emirates,5 hr,Nonstop,80958
2025-01-30,DAC,DXB,2025-04-04,Biman,6 hr 55 min,1 stop,59806
2025-01-30,DAC,DXB,2025-04-04,Emirates,4 hr 50 min,Nonstop,93436
2025-01-30,DAC,DXB,2025-04-04,Emirates,5 hr,Nonstop,93436
2025-01-30,DAC,DXB,2025-04-04,Emirates,5 hr,Nonstop,93436
2025-01-30,DAC,DXB,2025-04-04,flydubai,5 hr 35 min,Nonstop,101278
2025-01-30,DAC,DXB,2025-04-05,Biman,6 hr 50 min,1 stop,59806
2025-01-30,DAC,DXB,2025-04-05,Oman Air,7 hr 20 min,1 stop,73753
2025-01-30,DAC,DXB,2025-04-05,Emirates,5 hr,Nonstop,89477
2025-01-30,DAC,DXB,2025-04-06,Biman,5 hr,Nonstop,60241
2025-01-30,DAC,DXB,2025-04-06,Emirates,5 hr,Nonstop,86717
2025-01-30,DAC,DXB,2025-04-06,Emirates,4 hr 50 min,Nonstop,93436
2025-01-30,DAC,DXB,2025-04-06,Emirates,5 hr,Nonstop,93436
2025-01-30,DAC,DXB,2025-04-06,flydubai,5 hr 35 min,Nonstop,101220
2025-01-30,DAC,DXB,2025-04-07,Biman,5 hr,Nonstop,61304
2025-01-30,DAC,DXB,2025-04-07,Oman Air,7 hr 20 min,1 stop,73753
2025-01-30,DAC,DXB,2025-04-07,Emirates,5 hr,Nonstop,82780
2025-01-30,DAC,DXB,2025-04-08,Biman,6 hr 50 min,1 stop,57407
2025-01-30,DAC,DXB,2025-04-08,Oman Air,7 hr 20 min,1 stop,75949
2025-01-30,DAC,DXB,2025-04-08,Emirates,5 hr,Nonstop,96316
2025-01-30,DAC,DXB,2025-04-09,Biman,5 hr,Nonstop,63310
2025-01-30,DAC,DXB,2025-04-09,Emirates,5 hr,Nonstop,82780
2025-01-30,DAC,DXB,2025-04-09,Gulf Air,8 hr,1 stop,91751
2025-01-30,DAC,DXB,2025-04-10,Biman,6 hr 50 min,1 stop,59806
2025-01-30,DAC,DXB,2025-04-10,Oman Air,7 hr 20 min,1 stop,75949
2025-01-30,DAC,DXB,2025-04-10,Emirates,5 hr,Nonstop,101955
2025-01-30,DAC,DXB,2025-04-11,Biman,6 hr 55 min,1 stop,59806
2025-01-30,DAC,DXB,2025-04-11,Emirates,5 hr,Nonstop,93436
2025-01-30,DAC,DXB,2025-04-11,Gulf Air,9 hr 30 min,1 stop,96430
2025-01-30,DAC,DXB,2025-04-11,flydubai,5 hr 35 min,Nonstop,101359
2025-01-30,DAC,DXB,2025-04-12,Biman,6 hr 50 min,1 stop,59806
2025-01-30,DAC,DXB,2025-04-12,Oman Air,7 hr 20 min,1 stop,75949
2025-01-30,DAC,DXB,2025-04-12,Emirates,5 hr,Nonstop,96316
2025-01-30,DAC,DXB,2025-04-13,Biman,5 hr,Nonstop,63241
2025-01-30,DAC,DXB,2025-04-13,Emirates,5 hr,Nonstop,86717
2025-01-30,DAC,DXB,2025-04-13,Emirates,5 hr,Nonstop,86717
2025-01-30,DAC,DXB,2025-04-13,Emirates,4 hr 50 min,Nonstop,93436
2025-01-30,DAC,DXB,2025-04-13,flydubai,5 hr 35 min,Nonstop,101359
2025-01-30,DAC,DXB,2025-04-14,Biman,5 hr,Nonstop,61304
2025-01-30,DAC,DXB,2025-04-14,Emirates,4 hr 50 min,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-14,Emirates,5 hr,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-14,Emirates,5 hr,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-14,Oman Air,7 hr 20 min,1 stop,73753
2025-01-30,DAC,DXB,2025-04-15,Biman,6 hr 50 min,1 stop,57407
2025-01-30,DAC,DXB,2025-04-15,Oman Air,7 hr 20 min,1 stop,73753
2025-01-30,DAC,DXB,2025-04-15,Emirates,4 hr 50 min,Nonstop,81558
2025-01-30,DAC,DXB,2025-04-16,Biman,5 hr,Nonstop,61304
2025-01-30,DAC,DXB,2025-04-16,Emirates,5 hr,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-16,Emirates,5 hr,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-17,Biman,6 hr 50 min,1 stop,57407
2025-01-30,DAC,DXB,2025-04-17,Oman Air,7 hr 20 min,1 stop,73753
2025-01-30,DAC,DXB,2025-04-17,Emirates,4 hr 50 min,Nonstop,78679
2025-01-30,DAC,DXB,2025-04-17,Emirates,5 hr,Nonstop,78679
2025-01-30,DAC,DXB,2025-04-17,Emirates,5 hr,Nonstop,78679
2025-01-30,DAC,DXB,2025-04-18,Biman,6 hr 55 min,1 stop,59806
2025-01-30,DAC,DXB,2025-04-18,Emirates,4 hr 50 min,Nonstop,81558
2025-01-30,DAC,DXB,2025-04-18,Emirates,5 hr,Nonstop,81558
2025-01-30,DAC,DXB,2025-04-18,Emirates,5 hr,Nonstop,81558
2025-01-30,DAC,DXB,2025-04-19,Biman,6 hr 50 min,1 stop,57407
2025-01-30,DAC,DXB,2025-04-19,Oman Air,7 hr 20 min,1 stop,73753
2025-01-30,DAC,DXB,2025-04-19,Emirates,4 hr 50 min,Nonstop,81558
2025-01-30,DAC,DXB,2025-04-20,Biman,5 hr,Nonstop,60241
2025-01-30,DAC,DXB,2025-04-20,Emirates,4 hr 50 min,Nonstop,81558
2025-01-30,DAC,DXB,2025-04-20,Emirates,5 hr,Nonstop,81558
2025-01-30,DAC,DXB,2025-04-20,Emirates,5 hr,Nonstop,81558
2025-01-30,DAC,DXB,2025-04-21,Biman,5 hr,Nonstop,61304
2025-01-30,DAC,DXB,2025-04-21,Emirates,4 hr 50 min,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-21,Emirates,5 hr,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-21,Emirates,5 hr,Nonstop,70302
2025-01-30,DAC,DXB,2025-04-21,Oman Air,7 hr 20 min,1 stop,73753
2025-01-30,DAC,DXB,2025-04-22,Biman,6 hr 50 min,1 stop,57407
2025-01-30,DAC,DXB,2025-04-22,Oman Air,7 hr 20 min,1 stop,73753
2025-01-30,DAC,DXB,2025-04-22,Emirates,4 hr 50 min,Nonstop,81558
2025-01-30,DAC,DXB,2025-04-23,Biman,5 hr,Nonstop,61304
2025-01-30,DAC,DXB,2025-04-23,Emirates,4 hr 50 min,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-23,Emirates,5 hr,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-23,Emirates,5 hr,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-24,Biman,6 hr 50 min,1 stop,64303
2025-01-30,DAC,DXB,2025-04-24,Emirates,4 hr 50 min,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-24,Emirates,5 hr,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-24,Emirates,5 hr,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-24,Oman Air,7 hr 20 min,1 stop,73753
2025-01-30,DAC,DXB,2025-04-25,Biman,6 hr 55 min,1 stop,61304
2025-01-30,DAC,DXB,2025-04-25,Emirates,4 hr 50 min,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-25,Emirates,5 hr,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-25,Emirates,5 hr,Nonstop,70302
2025-01-30,DAC,DXB,2025-04-26,Oman Air,7 hr 20 min,1 stop,67467
2025-01-30,DAC,DXB,2025-04-26,Emirates,4 hr 50 min,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-26,Emirates,5 hr,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-26,Emirates,5 hr,Nonstop,67903
2025-01-30,DAC,DXB,2025-04-27,Emirates,4 hr 50 min,Nonstop,71974
2025-01-30,DAC,DXB,2025-04-27,Emirates,5 hr,Nonstop,71974
2025-01-30,DAC,DXB,2025-04-27,Emirates,5 hr,Nonstop,71974
2025-01-30,DAC,DXB,2025-04-28,Biman,5 hr,Nonstop,62641
2025-01-30,DAC,DXB,2025-04-28,Oman Air,7 hr 20 min,1 stop,73753
2025-01-30,DAC,DXB,2025-04-28,Emirates,4 hr 50 min,Nonstop,81558
2025-01-30,DAC,DXB,2025-04-28,Emirates,5 hr,Nonstop,81558
2025-01-30,DAC,DXB,2025-04-28,Emirates,5 hr,Nonstop,81558
2025-01-30,DAC,DXB,2025-04-29,Oman Air,7 hr 20 min,1 stop,70115
2025-01-30,DAC,DXB,2025-04-29,Emirates,4 hr 50 min,Nonstop,71974
2025-01-30,DAC,DXB,2025-04-29,Emirates,5 hr,Nonstop,71974
2025-01-30,DAC,DXB,2025-04-30,Biman,5 hr,Nonstop,63952
2025-01-30,DAC,DXB,2025-04-30,Emirates,4 hr 50 min,Nonstop,71974
2025-01-30,DAC,DXB,2025-04-30,Emirates,5 hr,Nonstop,71974
2025-01-30,DAC,DXB,2025-04-30,Emirates,5 hr,Nonstop,71974
2025-01-30,DAC,JED,2025-02-01,IndiGo,11 hr,1 stop,128463
2025-01-30,DAC,JED,2025-02-01,Qatar Airways,10 hr 15 min,1 stop,170692
2025-01-30,DAC,JED,2025-02-02,"Biman, Etihad",21 hr 20 min,2 stops,117922
2025-01-30,DAC,JED,2025-02-02,IndiGo,11 hr,1 stop,151850
